STABR,SURVYEAR,TYPE,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,DPL,FLAG_P_DPL,FLAG_P_G,STNAME
_S,2009,HP,318,308,280,288,294,270,261,305,269,279,212,182,182,A,A,South
_S,2009,TR,4967,4757,4685,4466,4308,3989,3969,3877,4352,3433,2919,2441,2407,A,A,South
_S,2010,HP,1920,1780,1549,1565,1519,1509,1521,1542,1675,1467,1342,1248,1162,A,A,South
_S,2010,TR,38689,37093,35365,34603,33414,32058,30286,29048,30248,26663,22966,19918,18586,A,A,South
_S,2011,HP,2198,1807,1728,1576,1606,1531,1610,1565,1751,1604,1412,1270,1229,A,A,South
_S,2011,TR,41569,40531,39016,36993,36151,34791,32785,31196,32392,28713,25442,22432,21147,A,A,South
_S,2012,HP,2358,2148,1859,1756,1635,1676,1615,1669,1805,1735,1537,1278,1244,A,A,South
_S,2012,TR,46933,43036,42046,40217,38272,37042,35755,33675,35023,30695,27496,24660,23471,A,A,South
_S,2013,HP,2491,2310,2153,1888,1814,1731,1797,1723,1996,1803,1728,1391,,A,,South
_S,2013,TR,52405,47976,44742,43329,41823,39625,38276,36912,37839,33504,29371,26854,,A,,South
_U,2008,HP,3361,3278,3349,3340,3459,3371,3423,3673,3811,3924,3765,3674,3283,A,A,Nation
_U,2008,TR,25513,23971,21648,19754,17669,16401,15426,15409,16217,15374,14419,13194,8367,A,A,Nation
_U,2009,HP,3568,3572,3456,3589,3537,3686,3688,3606,4129,3963,3897,3871,3480,A,A,Nation
_U,2009,TR,31048,29491,29341,27233,26073,24417,23197,22264,24128,21339,19782,18516,17091,A,A,Nation
_U,2010,HP,14108,13427,13086,12707,12852,12794,12459,12173,13245,12473,11588,11268,9979,A,A,Nation
_U,2010,TR,109846,101498,95294,93340,89414,86398,82161,77945,83745,72986,63701,56608,51751,A,A,Nation
_U,2011,HP,15331,14488,14041,13644,13161,13460,13288,12919,13958,12842,12114,11401,10237,A,A,Nation
_U,2011,TR,118884,112068,104512,98575,96323,92712,88681,84044,90153,81678,72231,64844,58704,A,A,Nation
_U,2012,HP,14206,14873,14436,13968,13658,13272,13489,13194,14298,13097,12138,11576,10313,A,A,Nation
_U,2012,TR,135166,121599,115615,107680,101969,99787,96266,91267,98202,86828,78256,71680,65570,A,A,Nation
_U,2013,HP,13894,13441,14460,14039,13613,13263,12987,13056,14135,12996,11961,11479,,A,,Nation
_U,2013,TR,148009,137145,124696,118853,111683,106130,103342,98823,104673,95225,83857,78642,,A,,Nation
_W,2008,HP,3027,2937,3061,3079,3202,3153,3104,3370,3564,3602,3434,3368,2945,A,A,West
_W,2008,TR,23093,21569,19488,17888,15837,14724,13868,13887,14549,13972,13206,12131,7157,A,A,West
_W,2009,HP,2852,2859,2784,2916,2892,3051,3084,2946,3467,3358,3343,3349,2797,A,A,West
_W,2009,TR,20445,19501,19623,18136,17391,16145,15187,14572,15712,14376,13705,13372,11637,A,A,West
_W,2010,HP,11019,10549,10469,10079,10255,10282,9929,9631,10451,9813,9197,8859,7700,A,A,West
_W,2010,TR,32233,29831,27891,27927,26568,26459,25359,24117,26906,22925,20844,18753,16814,A,A,West
_W,2011,HP,11316,11068,10728,10629,10145,10441,10337,9924,10616,9805,9369,8917,7900,A,A,West
_W,2011,TR,35765,32575,30465,28749,28459,27720,27053,25499,29536,28003,24672,22972,18825,A,A,West
_W,2012,HP,9792,10957,10941,10588,10523,10095,10281,10047,10830,9774,9199,8953,7834,A,A,West
_W,2012,TR,41095,35868,33217,31172,29559,29580,28808,27654,31053,28576,26602,24895,20510,A,A,West
_W,2013,HP,9948,9781,11025,10918,10585,10381,10038,10101,10870,9933,9120,8987,,A,,West
_W,2013,TR,43754,41471,36359,34298,32436,31199,30796,29550,32291,30938,27962,27832,,A,,West
